# File: A327.sector.csv
# Title:  FoodProcessing sector default supplysector information (units and logit exponents)
# Units: In file
# Column types: ccccicc
# ----------
supplysector,output.unit,input.unit,price.unit,logit.exponent,final.energy,logit.type
FoodProcessing,Mt,EJ or Mt,1975$/kg,-3,industry,
