# File: FoodProcessing_energy_region_IAA.csv
# Title: FoodProcessing and FoodProcessing_enuse energy by IAA region
# Units: EJ
# Description: Regional FoodProcessing energy consumption
# Source: World FoodProcessing Association
# Column types: ciccnc
# ----------
flow,year,IAA_region,fuel,value,unit
FoodProcessing,1999,Europe,gas,0.000304,EJ
FoodProcessing,1999,Europe,electricity,0.00639,EJ
FoodProcessing,1999,Europe,biomass,0.00046,EJ
FoodProcessing,1998,Europe,coal,0,EJ
FoodProcessing,1998,Europe,refined liquids,0.034359,EJ
FoodProcessing,1998,Europe,gas,0.000311,EJ
FoodProcessing,1998,Europe,electricity,0.006508,EJ
FoodProcessing,1998,Europe,biomass,0.000463,EJ
FoodProcessing,1997,Europe,coal,0,EJ
FoodProcessing,1997,Europe,refined liquids,0.042123,EJ
FoodProcessing,1997,Europe,gas,0.000305,EJ
FoodProcessing,1997,Europe,electricity,0.007986,EJ
FoodProcessing,1997,Europe,biomass,0.000933,EJ
FoodProcessing,1996,Europe,coal,0,EJ
FoodProcessing,1996,Europe,refined liquids,0.03838,EJ
FoodProcessing,1996,Europe,gas,0.000354,EJ
FoodProcessing,1996,Europe,electricity,0.007736,EJ
FoodProcessing,1996,Europe,biomass,0.001181,EJ
FoodProcessing,1995,Europe,coal,0,EJ
FoodProcessing,1995,Europe,refined liquids,0.040825,EJ
FoodProcessing,1995,Europe,gas,0.006017,EJ
FoodProcessing,1995,Europe,electricity,0.009572,EJ
FoodProcessing,1995,Europe,biomass,0.002297,EJ
FoodProcessing,1994,Europe,coal,0,EJ
FoodProcessing,1994,Europe,refined liquids,0.037924,EJ
FoodProcessing,1994,Europe,gas,0.006187,EJ
FoodProcessing,1994,Europe,electricity,0.009225,EJ
FoodProcessing,1994,Europe,biomass,0.001763,EJ
FoodProcessing,1993,Europe,coal,0,EJ
FoodProcessing,1993,Europe,refined liquids,0.040966,EJ
FoodProcessing,1993,Europe,gas,0.006624,EJ
FoodProcessing,1993,Europe,electricity,0.009419,EJ
FoodProcessing,1993,Europe,biomass,0.002099,EJ
FoodProcessing,1992,Europe,coal,0,EJ
FoodProcessing,1992,Europe,refined liquids,0.038701,EJ
FoodProcessing,1992,Europe,gas,0.007024,EJ
FoodProcessing,1992,Europe,electricity,0.00806,EJ
FoodProcessing,1992,Europe,biomass,0.002757,EJ
FoodProcessing,1991,Europe,coal,0.001776,EJ
FoodProcessing,1991,Europe,refined liquids,0.036943,EJ
FoodProcessing,1991,Europe,gas,0.006304,EJ
FoodProcessing,1991,Europe,electricity,0.007925,EJ
FoodProcessing,1991,Europe,biomass,0.000312,EJ
FoodProcessing,1990,Europe,coal,0,EJ
FoodProcessing,1990,Europe,refined liquids,0.034099,EJ
FoodProcessing,1990,Europe,gas,0.005074,EJ
FoodProcessing,1990,Europe,electricity,0.007262,EJ
FoodProcessing,1990,Europe,biomass,0.00063,EJ
FoodProcessing,1989,Europe,coal,0.001341,EJ
FoodProcessing,1989,Europe,refined liquids,0.032523,EJ
FoodProcessing,1989,Europe,gas,0.007182,EJ
FoodProcessing,1989,Europe,electricity,0.00787,EJ
FoodProcessing,1989,Europe,biomass,0.000597,EJ
FoodProcessing,1988,Europe,coal,0.000669,EJ
FoodProcessing,1988,Europe,refined liquids,0.031967,EJ
FoodProcessing,1988,Europe,gas,0.009547,EJ
FoodProcessing,1988,Europe,electricity,0.009123,EJ
FoodProcessing,1988,Europe,biomass,0.000469,EJ
FoodProcessing,1987,Europe,coal,0.001801,EJ
FoodProcessing,1987,Europe,refined liquids,0.030627,EJ
FoodProcessing,1987,Europe,gas,0.010616,EJ
FoodProcessing,1987,Europe,electricity,0.00904,EJ
FoodProcessing,1987,Europe,biomass,0.000458,EJ
FoodProcessing,1986,Europe,coal,0.002404,EJ
FoodProcessing,1986,Europe,refined liquids,0.027658,EJ
FoodProcessing,1986,Europe,gas,0.011405,EJ
FoodProcessing,1986,Europe,electricity,0.008955,EJ
FoodProcessing,1986,Europe,biomass,0.000522,EJ
FoodProcessing,1985,Europe,coal,0.002775,EJ
FoodProcessing,1985,Europe,refined liquids,0.025082,EJ
FoodProcessing,1985,Europe,gas,0.011502,EJ
FoodProcessing,1985,Europe,electricity,0.00883,EJ
FoodProcessing,1985,Europe,biomass,0.000544,EJ
FoodProcessing,2015,China,coal,0.535313,EJ
FoodProcessing,2015,China,refined liquids,0.033683,EJ
FoodProcessing,2015,China,gas,0.093072,EJ
FoodProcessing,2015,China,electricity,0.069213,EJ
FoodProcessing,2015,China,biomass,0.007387,EJ
FoodProcessing,2014,China,coal,0.543293,EJ
FoodProcessing,2014,China,refined liquids,0.034185,EJ
FoodProcessing,2014,China,gas,0.09446,EJ
FoodProcessing,2014,China,electricity,0.070245,EJ
FoodProcessing,2014,China,biomass,0.007497,EJ
FoodProcessing,2013,China,coal,0.521152,EJ
FoodProcessing,2013,China,refined liquids,0.032792,EJ
FoodProcessing,2013,China,gas,0.09061,EJ
FoodProcessing,2013,China,electricity,0.067382,EJ
FoodProcessing,2013,China,biomass,0.007191,EJ
FoodProcessing,2011,China,coal,0.4693,EJ
FoodProcessing,2011,China,refined liquids,0.02953,EJ
FoodProcessing,2011,China,gas,0.081595,EJ
FoodProcessing,2011,China,electricity,0.060678,EJ
FoodProcessing,2011,China,biomass,0.006476,EJ
FoodProcessing,2010,China,coal,0.418387,EJ
FoodProcessing,2010,China,refined liquids,0.026326,EJ
FoodProcessing,2010,China,gas,0.072743,EJ
FoodProcessing,2010,China,electricity,0.054095,EJ
FoodProcessing,2010,China,biomass,0.005773,EJ
FoodProcessing,2009,China,coal,0.335131,EJ
FoodProcessing,2009,China,refined liquids,0.021087,EJ
FoodProcessing,2009,China,gas,0.058268,EJ
FoodProcessing,2009,China,electricity,0.043331,EJ
FoodProcessing,2009,China,biomass,0.004624,EJ
FoodProcessing,2008,China,coal,0.384911,EJ
FoodProcessing,2008,China,refined liquids,0.02422,EJ
FoodProcessing,2008,China,gas,0.066922,EJ
FoodProcessing,2008,China,electricity,0.049767,EJ
FoodProcessing,2008,China,biomass,0.005311,EJ
FoodProcessing,2007,China,coal,0.370791,EJ
FoodProcessing,2007,China,refined liquids,0.023331,EJ
FoodProcessing,2007,China,gas,0.064468,EJ
FoodProcessing,2007,China,electricity,0.047941,EJ
FoodProcessing,2007,China,biomass,0.005116,EJ
FoodProcessing,2006,China,coal,0.220917,EJ
FoodProcessing,2006,China,refined liquids,0.013901,EJ
FoodProcessing,2006,China,gas,0.03841,EJ
FoodProcessing,2006,China,electricity,0.028563,EJ
FoodProcessing,2006,China,biomass,0.003048,EJ
FoodProcessing,2005,China,coal,0.159918,EJ
FoodProcessing,2005,China,refined liquids,0.010062,EJ
FoodProcessing,2005,China,gas,0.027804,EJ
FoodProcessing,2005,China,electricity,0.020677,EJ
FoodProcessing,2005,China,biomass,0.002207,EJ
FoodProcessing,2004,China,coal,0.138722,EJ
FoodProcessing,2004,China,refined liquids,0.008729,EJ
FoodProcessing,2004,China,gas,0.024119,EJ
FoodProcessing,2004,China,electricity,0.017936,EJ
FoodProcessing,2004,China,biomass,0.001914,EJ
FoodProcessing,2003,China,coal,0.131145,EJ
FoodProcessing,2003,China,refined liquids,0.008252,EJ
FoodProcessing,2003,China,gas,0.022801,EJ
FoodProcessing,2003,China,electricity,0.016956,EJ
FoodProcessing,2003,China,biomass,0.00181,EJ
FoodProcessing,2001,China,coal,0.116904,EJ
FoodProcessing,2001,China,refined liquids,0.007356,EJ
FoodProcessing,2001,China,gas,0.020325,EJ
FoodProcessing,2001,China,electricity,0.015115,EJ
FoodProcessing,2001,China,biomass,0.001613,EJ
FoodProcessing,2000,China,coal,0.111849,EJ
FoodProcessing,2000,China,refined liquids,0.007038,EJ
FoodProcessing,2000,China,gas,0.019447,EJ
FoodProcessing,2000,China,electricity,0.014462,EJ
FoodProcessing,2000,China,biomass,0.001543,EJ
FoodProcessing,1999,China,coal,0.106522,EJ
FoodProcessing,1999,China,refined liquids,0.006703,EJ
FoodProcessing,1999,China,gas,0.01852,EJ
FoodProcessing,1999,China,electricity,0.013773,EJ
FoodProcessing,1999,China,biomass,0.00147,EJ
FoodProcessing,1998,China,coal,0.098055,EJ
FoodProcessing,1998,China,refined liquids,0.00617,EJ
FoodProcessing,1998,China,gas,0.017048,EJ
FoodProcessing,1998,China,electricity,0.012678,EJ
FoodProcessing,1998,China,biomass,0.001353,EJ
FoodProcessing,1997,China,coal,0,EJ
FoodProcessing,1997,China,refined liquids,0,EJ
FoodProcessing,1997,China,gas,0,EJ
FoodProcessing,1997,China,electricity,0,EJ
FoodProcessing,1997,China,biomass,0,EJ
FoodProcessing,1996,China,coal,0,EJ
FoodProcessing,1996,China,refined liquids,0,EJ
FoodProcessing,1996,China,gas,0,EJ
FoodProcessing,1996,China,electricity,0,EJ
FoodProcessing,1996,China,biomass,0,EJ
FoodProcessing,1995,China,coal,0,EJ
FoodProcessing,1995,China,refined liquids,0,EJ
FoodProcessing,1995,China,gas,0,EJ
FoodProcessing,1995,China,electricity,0,EJ
FoodProcessing,1995,China,biomass,0,EJ
FoodProcessing,1994,China,coal,0,EJ
FoodProcessing,1994,China,refined liquids,0,EJ
FoodProcessing,1994,China,gas,0,EJ
FoodProcessing,1994,China,electricity,0,EJ
FoodProcessing,1994,China,biomass,0,EJ
FoodProcessing,1993,China,coal,0,EJ
FoodProcessing,1993,China,refined liquids,0,EJ
FoodProcessing,1993,China,gas,0,EJ
FoodProcessing,1993,China,electricity,0,EJ
FoodProcessing,1993,China,biomass,0,EJ
FoodProcessing,1992,China,coal,0,EJ
FoodProcessing,1992,China,refined liquids,0,EJ
FoodProcessing,1992,China,gas,0,EJ
FoodProcessing,1992,China,electricity,0,EJ
FoodProcessing,1992,China,biomass,0,EJ
FoodProcessing,1991,China,coal,0,EJ
FoodProcessing,1991,China,refined liquids,0,EJ
FoodProcessing,1991,China,gas,0,EJ
FoodProcessing,1991,China,electricity,0,EJ
FoodProcessing,1991,China,biomass,0,EJ
FoodProcessing,1990,China,coal,0,EJ
FoodProcessing,1990,China,refined liquids,0,EJ
FoodProcessing,1990,China,gas,0,EJ
FoodProcessing,1990,China,electricity,0,EJ
FoodProcessing,1990,China,biomass,0,EJ
FoodProcessing,1989,China,coal,0,EJ
FoodProcessing,1989,China,refined liquids,0,EJ
FoodProcessing,1989,China,gas,0,EJ
FoodProcessing,1989,China,electricity,0,EJ
FoodProcessing,1989,China,biomass,0,EJ
FoodProcessing,1988,China,coal,0,EJ
FoodProcessing,1988,China,refined liquids,0,EJ
FoodProcessing,1988,China,gas,0,EJ
FoodProcessing,1988,China,electricity,0,EJ
FoodProcessing,1988,China,biomass,0,EJ
FoodProcessing,1987,China,coal,0,EJ
FoodProcessing,1987,China,refined liquids,0,EJ
FoodProcessing,1987,China,gas,0,EJ
FoodProcessing,1987,China,electricity,0,EJ
FoodProcessing,1987,China,biomass,0,EJ
FoodProcessing,1986,China,coal,0,EJ
FoodProcessing,1986,China,refined liquids,0,EJ
FoodProcessing,1986,China,gas,0,EJ
FoodProcessing,1986,China,electricity,0,EJ
FoodProcessing,1986,China,biomass,0,EJ
FoodProcessing,1985,China,coal,0,EJ
FoodProcessing,1985,China,refined liquids,0,EJ
FoodProcessing,1985,China,gas,0,EJ
FoodProcessing,1985,China,electricity,0,EJ
FoodProcessing,1985,China,biomass,0,EJ
