# File: FoodProcessing_energy_region_IAA.csv
# Title: FoodProcessing and FoodProcessing_enuse energy by IAA region
# Units: EJ
# Description: Regional FoodProcessing energy consumption
# Source: World FoodProcessing Association
# Column types: ciccnc
# ----------
flow,year,IAA_region,fuel,value,unit
FoodProcessing,1985,Africa & Asia (ex China),gas,0,EJ
FoodProcessing,1985,Africa & Asia (ex China),electricity,0.001943,EJ
FoodProcessing,1985,Africa & Asia (ex China),biomass,0,EJ
FoodProcessing,2015,North America,coal,0,EJ
FoodProcessing,2015,North America,refined liquids,0,EJ
FoodProcessing,2015,North America,gas,0.035672,EJ
FoodProcessing,2015,North America,electricity,0.00198,EJ
FoodProcessing,2015,North America,biomass,0.013404,EJ
FoodProcessing,2014,North America,coal,0.000071,EJ
FoodProcessing,2014,North America,refined liquids,0.000025,EJ
FoodProcessing,2014,North America,gas,0.050384,EJ
FoodProcessing,2014,North America,electricity,0.003113,EJ
FoodProcessing,2014,North America,biomass,0.014727,EJ
FoodProcessing,2013,North America,coal,0.000078,EJ
FoodProcessing,2013,North America,refined liquids,0.000027,EJ
FoodProcessing,2013,North America,gas,0.045164,EJ
FoodProcessing,2013,North America,electricity,0.003064,EJ
FoodProcessing,2013,North America,biomass,0.015476,EJ
FoodProcessing,2011,North America,coal,0,EJ
FoodProcessing,2011,North America,refined liquids,0,EJ
FoodProcessing,2011,North America,gas,0.032296,EJ
FoodProcessing,2011,North America,electricity,0.001918,EJ
FoodProcessing,2011,North America,biomass,0.012322,EJ
FoodProcessing,2010,North America,coal,0,EJ
FoodProcessing,2010,North America,refined liquids,0,EJ
FoodProcessing,2010,North America,gas,0.030271,EJ
FoodProcessing,2010,North America,electricity,0.002079,EJ
FoodProcessing,2010,North America,biomass,0.010998,EJ
FoodProcessing,2009,North America,coal,0.000095,EJ
FoodProcessing,2009,North America,refined liquids,0.001324,EJ
FoodProcessing,2009,North America,gas,0.017369,EJ
FoodProcessing,2009,North America,electricity,0.002322,EJ
FoodProcessing,2009,North America,biomass,0.011002,EJ
FoodProcessing,2008,North America,coal,0.000065,EJ
FoodProcessing,2008,North America,refined liquids,0.003935,EJ
FoodProcessing,2008,North America,gas,0.038978,EJ
FoodProcessing,2008,North America,electricity,0.004185,EJ
FoodProcessing,2008,North America,biomass,0.011842,EJ
FoodProcessing,2007,North America,coal,0,EJ
FoodProcessing,2007,North America,refined liquids,0.004299,EJ
FoodProcessing,2007,North America,gas,0.037298,EJ
FoodProcessing,2007,North America,electricity,0.003432,EJ
FoodProcessing,2007,North America,biomass,0.011632,EJ
FoodProcessing,2006,North America,coal,0,EJ
FoodProcessing,2006,North America,refined liquids,0.003942,EJ
FoodProcessing,2006,North America,gas,0.058125,EJ
FoodProcessing,2006,North America,electricity,0.003625,EJ
FoodProcessing,2006,North America,biomass,0,EJ
FoodProcessing,2005,North America,coal,0,EJ
FoodProcessing,2005,North America,refined liquids,0.005827,EJ
FoodProcessing,2005,North America,gas,0.052919,EJ
FoodProcessing,2005,North America,electricity,0.003494,EJ
FoodProcessing,2005,North America,biomass,0,EJ
FoodProcessing,2004,North America,coal,0,EJ
FoodProcessing,2004,North America,refined liquids,0.004989,EJ
FoodProcessing,2004,North America,gas,0.039838,EJ
FoodProcessing,2004,North America,electricity,0.003182,EJ
FoodProcessing,2004,North America,biomass,0,EJ
FoodProcessing,2003,North America,coal,0,EJ
FoodProcessing,2003,North America,refined liquids,0.00463,EJ
FoodProcessing,2003,North America,gas,0.039963,EJ
FoodProcessing,2003,North America,electricity,0.00312,EJ
FoodProcessing,2003,North America,biomass,0,EJ
FoodProcessing,2001,North America,coal,0,EJ
FoodProcessing,2001,North America,refined liquids,0.003742,EJ
FoodProcessing,2001,North America,gas,0.031967,EJ
FoodProcessing,2001,North America,electricity,0.003901,EJ
FoodProcessing,2001,North America,biomass,0,EJ
FoodProcessing,2000,North America,coal,0,EJ
FoodProcessing,2000,North America,refined liquids,0.00184,EJ
FoodProcessing,2000,North America,gas,0.044983,EJ
FoodProcessing,2000,North America,electricity,0.004756,EJ
FoodProcessing,2000,North America,biomass,0,EJ
FoodProcessing,1999,North America,coal,0,EJ
FoodProcessing,1999,North America,refined liquids,0.002607,EJ
FoodProcessing,1999,North America,gas,0.044706,EJ
FoodProcessing,1999,North America,electricity,0.003872,EJ
FoodProcessing,1999,North America,biomass,0,EJ
FoodProcessing,1998,North America,coal,0,EJ
FoodProcessing,1998,North America,refined liquids,0.002141,EJ
FoodProcessing,1998,North America,gas,0.043054,EJ
FoodProcessing,1998,North America,electricity,0.003423,EJ
FoodProcessing,1998,North America,biomass,0,EJ
FoodProcessing,1997,North America,coal,0,EJ
FoodProcessing,1997,North America,refined liquids,0.001935,EJ
FoodProcessing,1997,North America,gas,0.046306,EJ
FoodProcessing,1997,North America,electricity,0.003285,EJ
FoodProcessing,1997,North America,biomass,0,EJ
FoodProcessing,1996,North America,coal,0,EJ
FoodProcessing,1996,North America,refined liquids,0.002948,EJ
FoodProcessing,1996,North America,gas,0.061924,EJ
FoodProcessing,1996,North America,electricity,0.002487,EJ
FoodProcessing,1996,North America,biomass,0,EJ
FoodProcessing,1995,North America,coal,0,EJ
FoodProcessing,1995,North America,refined liquids,0.000994,EJ
FoodProcessing,1995,North America,gas,0.058665,EJ
FoodProcessing,1995,North America,electricity,0.004952,EJ
FoodProcessing,1995,North America,biomass,0,EJ
FoodProcessing,1994,North America,coal,0,EJ
FoodProcessing,1994,North America,refined liquids,0.002225,EJ
FoodProcessing,1994,North America,gas,0.05616,EJ
FoodProcessing,1994,North America,electricity,0.003147,EJ
FoodProcessing,1994,North America,biomass,0,EJ
FoodProcessing,1993,North America,coal,0,EJ
FoodProcessing,1993,North America,refined liquids,0.002819,EJ
FoodProcessing,1993,North America,gas,0.063408,EJ
FoodProcessing,1993,North America,electricity,0.002836,EJ
FoodProcessing,1993,North America,biomass,0,EJ
FoodProcessing,1992,North America,coal,0,EJ
FoodProcessing,1992,North America,refined liquids,0.003426,EJ
FoodProcessing,1992,North America,gas,0.064018,EJ
FoodProcessing,1992,North America,electricity,0.001323,EJ
FoodProcessing,1992,North America,biomass,0,EJ
FoodProcessing,1991,North America,coal,0,EJ
FoodProcessing,1991,North America,refined liquids,0.003027,EJ
FoodProcessing,1991,North America,gas,0.067816,EJ
FoodProcessing,1991,North America,electricity,0.001293,EJ
FoodProcessing,1991,North America,biomass,0,EJ
FoodProcessing,1990,North America,coal,0,EJ
FoodProcessing,1990,North America,refined liquids,0.003354,EJ
FoodProcessing,1990,North America,gas,0.067629,EJ
FoodProcessing,1990,North America,electricity,0.001053,EJ
FoodProcessing,1990,North America,biomass,0,EJ
FoodProcessing,1989,North America,coal,0,EJ
FoodProcessing,1989,North America,refined liquids,0.003402,EJ
FoodProcessing,1989,North America,gas,0.069258,EJ
FoodProcessing,1989,North America,electricity,0.000174,EJ
FoodProcessing,1989,North America,biomass,0,EJ
FoodProcessing,1988,North America,coal,0,EJ
FoodProcessing,1988,North America,refined liquids,0.002992,EJ
FoodProcessing,1988,North America,gas,0.058466,EJ
FoodProcessing,1988,North America,electricity,0.000391,EJ
FoodProcessing,1988,North America,biomass,0,EJ
FoodProcessing,1987,North America,coal,0,EJ
FoodProcessing,1987,North America,refined liquids,0.001434,EJ
FoodProcessing,1987,North America,gas,0.054804,EJ
FoodProcessing,1987,North America,electricity,0.002142,EJ
FoodProcessing,1987,North America,biomass,0,EJ
FoodProcessing,1986,North America,coal,0,EJ
FoodProcessing,1986,North America,refined liquids,0.000653,EJ
FoodProcessing,1986,North America,gas,0.039292,EJ
FoodProcessing,1986,North America,electricity,0.004268,EJ
FoodProcessing,1986,North America,biomass,0.000451,EJ
FoodProcessing,1985,North America,coal,0,EJ
FoodProcessing,1985,North America,refined liquids,0.001533,EJ
FoodProcessing,1985,North America,gas,0.043329,EJ
FoodProcessing,1985,North America,electricity,0.004933,EJ
FoodProcessing,1985,North America,biomass,0,EJ
FoodProcessing,2015,South America,coal,0.027387,EJ
FoodProcessing,2015,South America,refined liquids,0.070764,EJ
FoodProcessing,2015,South America,gas,0.007433,EJ
FoodProcessing,2015,South America,electricity,0.003774,EJ
FoodProcessing,2015,South America,biomass,0,EJ
FoodProcessing,2014,South America,coal,0.028657,EJ
FoodProcessing,2014,South America,refined liquids,0.071672,EJ
FoodProcessing,2014,South America,gas,0.007838,EJ
FoodProcessing,2014,South America,electricity,0.004026,EJ
FoodProcessing,2014,South America,biomass,0,EJ
FoodProcessing,2013,South America,coal,0.026425,EJ
FoodProcessing,2013,South America,refined liquids,0.072404,EJ
FoodProcessing,2013,South America,gas,0.008576,EJ
FoodProcessing,2013,South America,electricity,0.002617,EJ
FoodProcessing,2013,South America,biomass,0,EJ
FoodProcessing,2011,South America,coal,0.029111,EJ
FoodProcessing,2011,South America,refined liquids,0.074634,EJ
FoodProcessing,2011,South America,gas,0.022078,EJ
FoodProcessing,2011,South America,electricity,0.007284,EJ
FoodProcessing,2011,South America,biomass,0,EJ
FoodProcessing,2010,South America,coal,0.026991,EJ
FoodProcessing,2010,South America,refined liquids,0.076232,EJ
FoodProcessing,2010,South America,gas,0.025484,EJ
FoodProcessing,2010,South America,electricity,0.005378,EJ
FoodProcessing,2010,South America,biomass,0,EJ
FoodProcessing,2009,South America,coal,0.019596,EJ
FoodProcessing,2009,South America,refined liquids,0.073842,EJ
FoodProcessing,2009,South America,gas,0.015032,EJ
FoodProcessing,2009,South America,electricity,0.005474,EJ
FoodProcessing,2009,South America,biomass,0,EJ
FoodProcessing,2008,South America,coal,0.014708,EJ
FoodProcessing,2008,South America,refined liquids,0.116719,EJ
FoodProcessing,2008,South America,gas,0.024526,EJ
FoodProcessing,2008,South America,electricity,0.007287,EJ
FoodProcessing,2008,South America,biomass,0,EJ
FoodProcessing,2007,South America,coal,0.005416,EJ
FoodProcessing,2007,South America,refined liquids,0.118037,EJ
FoodProcessing,2007,South America,gas,0.026496,EJ
FoodProcessing,2007,South America,electricity,0.010619,EJ
FoodProcessing,2007,South America,biomass,0.000002,EJ
FoodProcessing,2006,South America,coal,0.004611,EJ
FoodProcessing,2006,South America,refined liquids,0.124974,EJ
FoodProcessing,2006,South America,gas,0.02637,EJ
FoodProcessing,2006,South America,electricity,0.010935,EJ
FoodProcessing,2006,South America,biomass,0,EJ
FoodProcessing,2005,South America,coal,0.004568,EJ
FoodProcessing,2005,South America,refined liquids,0.106411,EJ
FoodProcessing,2005,South America,gas,0.025817,EJ
FoodProcessing,2005,South America,electricity,0.00868,EJ
FoodProcessing,2005,South America,biomass,0,EJ
FoodProcessing,2004,South America,coal,0.004587,EJ
FoodProcessing,2004,South America,refined liquids,0.080023,EJ
FoodProcessing,2004,South America,gas,0.022889,EJ
FoodProcessing,2004,South America,electricity,0.008035,EJ
FoodProcessing,2004,South America,biomass,0,EJ
FoodProcessing,2003,South America,coal,0.003824,EJ
FoodProcessing,2003,South America,refined liquids,0.10815,EJ
FoodProcessing,2003,South America,gas,0.019208,EJ
FoodProcessing,2003,South America,electricity,0.007279,EJ
FoodProcessing,2003,South America,biomass,0,EJ
FoodProcessing,2001,South America,coal,0.004662,EJ
FoodProcessing,2001,South America,refined liquids,0.097733,EJ
FoodProcessing,2001,South America,gas,0.021283,EJ
FoodProcessing,2001,South America,electricity,0.004008,EJ
FoodProcessing,2001,South America,biomass,0,EJ
FoodProcessing,2000,South America,coal,0.007636,EJ
FoodProcessing,2000,South America,refined liquids,0.105256,EJ
FoodProcessing,2000,South America,gas,0.019862,EJ
FoodProcessing,2000,South America,electricity,0.004123,EJ
FoodProcessing,2000,South America,biomass,0,EJ
FoodProcessing,1999,South America,coal,0.008634,EJ
FoodProcessing,1999,South America,refined liquids,0.09608,EJ
FoodProcessing,1999,South America,gas,0.017222,EJ
FoodProcessing,1999,South America,electricity,0.004857,EJ
FoodProcessing,1999,South America,biomass,0,EJ
FoodProcessing,1998,South America,coal,0.007756,EJ
FoodProcessing,1998,South America,refined liquids,0.096011,EJ
FoodProcessing,1998,South America,gas,0.017643,EJ
FoodProcessing,1998,South America,electricity,0.00682,EJ
FoodProcessing,1998,South America,biomass,0,EJ
FoodProcessing,1997,South America,coal,0.004144,EJ
FoodProcessing,1997,South America,refined liquids,0.089054,EJ
FoodProcessing,1997,South America,gas,0.019566,EJ
FoodProcessing,1997,South America,electricity,0.007578,EJ
FoodProcessing,1997,South America,biomass,0,EJ
FoodProcessing,1996,South America,coal,0.004081,EJ
FoodProcessing,1996,South America,refined liquids,0.086967,EJ
FoodProcessing,1996,South America,gas,0.019536,EJ
FoodProcessing,1996,South America,electricity,0.006526,EJ
FoodProcessing,1996,South America,biomass,0,EJ
FoodProcessing,1995,South America,coal,0.004,EJ
FoodProcessing,1995,South America,refined liquids,0.079106,EJ
FoodProcessing,1995,South America,gas,0.017334,EJ
FoodProcessing,1995,South America,electricity,0.004681,EJ
FoodProcessing,1995,South America,biomass,0,EJ
FoodProcessing,1994,South America,coal,0.003616,EJ
FoodProcessing,1994,South America,refined liquids,0.077098,EJ
FoodProcessing,1994,South America,gas,0.016212,EJ
FoodProcessing,1994,South America,electricity,0.006468,EJ
FoodProcessing,1994,South America,biomass,0,EJ
FoodProcessing,1993,South America,coal,0.003304,EJ
FoodProcessing,1993,South America,refined liquids,0.073905,EJ
FoodProcessing,1993,South America,gas,0.014741,EJ
FoodProcessing,1993,South America,electricity,0.007623,EJ
FoodProcessing,1993,South America,biomass,0,EJ
FoodProcessing,1992,South America,coal,0.003319,EJ
FoodProcessing,1992,South America,refined liquids,0.072385,EJ
FoodProcessing,1992,South America,gas,0.013125,EJ
FoodProcessing,1992,South America,electricity,0.006697,EJ
FoodProcessing,1992,South America,biomass,0,EJ
FoodProcessing,1991,South America,coal,0.003318,EJ
FoodProcessing,1991,South America,refined liquids,0.070877,EJ
FoodProcessing,1991,South America,gas,0.014961,EJ
FoodProcessing,1991,South America,electricity,0.00639,EJ
FoodProcessing,1991,South America,biomass,0,EJ
FoodProcessing,1990,South America,coal,0.00313,EJ
FoodProcessing,1990,South America,refined liquids,0.065827,EJ
FoodProcessing,1990,South America,gas,0.014044,EJ
FoodProcessing,1990,South America,electricity,0.00641,EJ
FoodProcessing,1990,South America,biomass,0,EJ
FoodProcessing,1989,South America,coal,0.002941,EJ
FoodProcessing,1989,South America,refined liquids,0.05614,EJ
FoodProcessing,1989,South America,gas,0.012628,EJ
FoodProcessing,1989,South America,electricity,0.004779,EJ
FoodProcessing,1989,South America,biomass,0,EJ
FoodProcessing,1988,South America,coal,0.002584,EJ
FoodProcessing,1988,South America,refined liquids,0.039476,EJ
FoodProcessing,1988,South America,gas,0.011988,EJ
FoodProcessing,1988,South America,electricity,0.004358,EJ
FoodProcessing,1988,South America,biomass,0,EJ
FoodProcessing,1987,South America,coal,0.002384,EJ
FoodProcessing,1987,South America,refined liquids,0.040786,EJ
FoodProcessing,1987,South America,gas,0.011365,EJ
FoodProcessing,1987,South America,electricity,0.003416,EJ
FoodProcessing,1987,South America,biomass,0,EJ
FoodProcessing,1986,South America,coal,0.001382,EJ
FoodProcessing,1986,South America,refined liquids,0.039067,EJ
FoodProcessing,1986,South America,gas,0.010503,EJ
FoodProcessing,1986,South America,electricity,0.00343,EJ
FoodProcessing,1986,South America,biomass,0,EJ
FoodProcessing,1985,South America,coal,0.001205,EJ
FoodProcessing,1985,South America,refined liquids,0.030895,EJ
FoodProcessing,1985,South America,gas,0.000001,EJ
FoodProcessing,1985,South America,electricity,0.003772,EJ
FoodProcessing,1985,South America,biomass,0,EJ
FoodProcessing,2015,Oceania,coal,0.056731,EJ
FoodProcessing,2015,Oceania,refined liquids,0.004131,EJ
FoodProcessing,2015,Oceania,gas,0.125744,EJ
FoodProcessing,2015,Oceania,electricity,0.008446,EJ
FoodProcessing,2015,Oceania,biomass,0.012954,EJ
FoodProcessing,2014,Oceania,coal,0.053153,EJ
FoodProcessing,2014,Oceania,refined liquids,0.015678,EJ
FoodProcessing,2014,Oceania,gas,0.126981,EJ
FoodProcessing,2014,Oceania,electricity,0.010897,EJ
FoodProcessing,2014,Oceania,biomass,0.011984,EJ
FoodProcessing,2013,Oceania,coal,0.04605,EJ
FoodProcessing,2013,Oceania,refined liquids,0.02354,EJ
FoodProcessing,2013,Oceania,gas,0.124471,EJ
FoodProcessing,2013,Oceania,electricity,0.008383,EJ
FoodProcessing,2013,Oceania,biomass,0.020722,EJ
FoodProcessing,2011,Oceania,coal,0.036032,EJ
FoodProcessing,2011,Oceania,refined liquids,0.044108,EJ
FoodProcessing,2011,Oceania,gas,0.115447,EJ
FoodProcessing,2011,Oceania,electricity,0.005868,EJ
FoodProcessing,2011,Oceania,biomass,0.016039,EJ
FoodProcessing,2010,Oceania,coal,0.019901,EJ
FoodProcessing,2010,Oceania,refined liquids,0.021835,EJ
FoodProcessing,2010,Oceania,gas,0.097061,EJ
FoodProcessing,2010,Oceania,electricity,0.00352,EJ
FoodProcessing,2010,Oceania,biomass,0.017984,EJ
FoodProcessing,2009,Oceania,coal,0.000018,EJ
FoodProcessing,2009,Oceania,refined liquids,0.026336,EJ
FoodProcessing,2009,Oceania,gas,0.049091,EJ
FoodProcessing,2009,Oceania,electricity,0.013758,EJ
FoodProcessing,2009,Oceania,biomass,0.030673,EJ
FoodProcessing,2008,Oceania,coal,0.051414,EJ
FoodProcessing,2008,Oceania,refined liquids,0.026379,EJ
FoodProcessing,2008,Oceania,gas,0.118054,EJ
FoodProcessing,2008,Oceania,electricity,0.019012,EJ
FoodProcessing,2008,Oceania,biomass,0.003416,EJ
FoodProcessing,2007,Oceania,coal,0.051811,EJ
FoodProcessing,2007,Oceania,refined liquids,0.02105,EJ
FoodProcessing,2007,Oceania,gas,0.123431,EJ
FoodProcessing,2007,Oceania,electricity,0.009826,EJ
FoodProcessing,2007,Oceania,biomass,0.005359,EJ
FoodProcessing,2006,Oceania,coal,0.048128,EJ
FoodProcessing,2006,Oceania,refined liquids,0.020496,EJ
FoodProcessing,2006,Oceania,gas,0.118034,EJ
FoodProcessing,2006,Oceania,electricity,0.018474,EJ
FoodProcessing,2006,Oceania,biomass,0.004513,EJ
FoodProcessing,2005,Oceania,coal,0.045481,EJ
FoodProcessing,2005,Oceania,refined liquids,0.018164,EJ
FoodProcessing,2005,Oceania,gas,0.11322,EJ
FoodProcessing,2005,Oceania,electricity,0.019818,EJ
FoodProcessing,2005,Oceania,biomass,0.005851,EJ
FoodProcessing,2004,Oceania,coal,0.047462,EJ
FoodProcessing,2004,Oceania,refined liquids,0.022603,EJ
FoodProcessing,2004,Oceania,gas,0.107955,EJ
FoodProcessing,2004,Oceania,electricity,0.014424,EJ
FoodProcessing,2004,Oceania,biomass,0.005559,EJ
FoodProcessing,2003,Oceania,coal,0.045374,EJ
FoodProcessing,2003,Oceania,refined liquids,0.022416,EJ
FoodProcessing,2003,Oceania,gas,0.107979,EJ
FoodProcessing,2003,Oceania,electricity,0.012959,EJ
FoodProcessing,2003,Oceania,biomass,0.00574,EJ
FoodProcessing,2001,Oceania,coal,0.04373,EJ
FoodProcessing,2001,Oceania,refined liquids,0.020569,EJ
FoodProcessing,2001,Oceania,gas,0.108019,EJ
FoodProcessing,2001,Oceania,electricity,0.006162,EJ
FoodProcessing,2001,Oceania,biomass,0,EJ
FoodProcessing,2000,Oceania,coal,0.042527,EJ
FoodProcessing,2000,Oceania,refined liquids,0.018915,EJ
FoodProcessing,2000,Oceania,gas,0.105766,EJ
FoodProcessing,2000,Oceania,electricity,0.007748,EJ
FoodProcessing,2000,Oceania,biomass,0,EJ
FoodProcessing,1999,Oceania,coal,0.042781,EJ
FoodProcessing,1999,Oceania,refined liquids,0.019821,EJ
FoodProcessing,1999,Oceania,gas,0.101736,EJ
FoodProcessing,1999,Oceania,electricity,0.007921,EJ
FoodProcessing,1999,Oceania,biomass,0,EJ
FoodProcessing,1998,Oceania,coal,0.04046,EJ
FoodProcessing,1998,Oceania,refined liquids,0.020524,EJ
FoodProcessing,1998,Oceania,gas,0.099703,EJ
FoodProcessing,1998,Oceania,electricity,0.007701,EJ
FoodProcessing,1998,Oceania,biomass,0,EJ
FoodProcessing,1997,Oceania,coal,0.039569,EJ
FoodProcessing,1997,Oceania,refined liquids,0.019998,EJ
FoodProcessing,1997,Oceania,gas,0.098841,EJ
FoodProcessing,1997,Oceania,electricity,0.007375,EJ
FoodProcessing,1997,Oceania,biomass,0,EJ
FoodProcessing,1996,Oceania,coal,0.040098,EJ
FoodProcessing,1996,Oceania,refined liquids,0.019838,EJ
FoodProcessing,1996,Oceania,gas,0.092564,EJ
FoodProcessing,1996,Oceania,electricity,0.007367,EJ
FoodProcessing,1996,Oceania,biomass,0,EJ
FoodProcessing,1995,Oceania,coal,0.040799,EJ
FoodProcessing,1995,Oceania,refined liquids,0.019451,EJ
FoodProcessing,1995,Oceania,gas,0.095068,EJ
FoodProcessing,1995,Oceania,electricity,0.007601,EJ
FoodProcessing,1995,Oceania,biomass,0,EJ
FoodProcessing,1994,Oceania,coal,0.039456,EJ
FoodProcessing,1994,Oceania,refined liquids,0.019001,EJ
FoodProcessing,1994,Oceania,gas,0.082009,EJ
FoodProcessing,1994,Oceania,electricity,0.00735,EJ
FoodProcessing,1994,Oceania,biomass,0,EJ
FoodProcessing,1993,Oceania,coal,0.037323,EJ
FoodProcessing,1993,Oceania,refined liquids,0.019108,EJ
FoodProcessing,1993,Oceania,gas,0.080311,EJ
FoodProcessing,1993,Oceania,electricity,0.007373,EJ
FoodProcessing,1993,Oceania,biomass,0,EJ
FoodProcessing,1992,Oceania,coal,0.03841,EJ
FoodProcessing,1992,Oceania,refined liquids,0.018475,EJ
FoodProcessing,1992,Oceania,gas,0.082964,EJ
FoodProcessing,1992,Oceania,electricity,0.007664,EJ
FoodProcessing,1992,Oceania,biomass,0,EJ
FoodProcessing,1991,Oceania,coal,0.036303,EJ
FoodProcessing,1991,Oceania,refined liquids,0.019133,EJ
FoodProcessing,1991,Oceania,gas,0.083355,EJ
FoodProcessing,1991,Oceania,electricity,0.008276,EJ
FoodProcessing,1991,Oceania,biomass,0,EJ
FoodProcessing,1990,Oceania,coal,0.036526,EJ
FoodProcessing,1990,Oceania,refined liquids,0.026742,EJ
FoodProcessing,1990,Oceania,gas,0.073029,EJ
FoodProcessing,1990,Oceania,electricity,0.008017,EJ
FoodProcessing,1990,Oceania,biomass,0,EJ
FoodProcessing,1989,Oceania,coal,0.03434,EJ
FoodProcessing,1989,Oceania,refined liquids,0.031461,EJ
FoodProcessing,1989,Oceania,gas,0.063656,EJ
FoodProcessing,1989,Oceania,electricity,0.006942,EJ
FoodProcessing,1989,Oceania,biomass,0,EJ
FoodProcessing,1988,Oceania,coal,0.033801,EJ
FoodProcessing,1988,Oceania,refined liquids,0.029979,EJ
FoodProcessing,1988,Oceania,gas,0.062067,EJ
FoodProcessing,1988,Oceania,electricity,0.006517,EJ
FoodProcessing,1988,Oceania,biomass,0,EJ
FoodProcessing,1987,Oceania,coal,0.033414,EJ
FoodProcessing,1987,Oceania,refined liquids,0.030128,EJ
FoodProcessing,1987,Oceania,gas,0.059014,EJ
FoodProcessing,1987,Oceania,electricity,0.006232,EJ
FoodProcessing,1987,Oceania,biomass,0,EJ
FoodProcessing,1986,Oceania,coal,0.038775,EJ
FoodProcessing,1986,Oceania,refined liquids,0.026985,EJ
FoodProcessing,1986,Oceania,gas,0.055,EJ
FoodProcessing,1986,Oceania,electricity,0.001282,EJ
FoodProcessing,1986,Oceania,biomass,0.000028,EJ
FoodProcessing,1985,Oceania,coal,0.034435,EJ
FoodProcessing,1985,Oceania,refined liquids,0.031296,EJ
FoodProcessing,1985,Oceania,gas,0.051922,EJ
FoodProcessing,1985,Oceania,electricity,0.005409,EJ
FoodProcessing,1985,Oceania,biomass,0.001578,EJ
FoodProcessing,2015,Europe,coal,0.016265,EJ
FoodProcessing,2015,Europe,refined liquids,0.000156,EJ
FoodProcessing,2015,Europe,gas,0.069698,EJ
FoodProcessing,2015,Europe,electricity,0.01111,EJ
FoodProcessing,2015,Europe,biomass,0.000187,EJ
FoodProcessing,2014,Europe,coal,0,EJ
FoodProcessing,2014,Europe,refined liquids,0.009728,EJ
FoodProcessing,2014,Europe,gas,0.056912,EJ
FoodProcessing,2014,Europe,electricity,0.01033,EJ
FoodProcessing,2014,Europe,biomass,0.015636,EJ
FoodProcessing,2013,Europe,coal,0,EJ
FoodProcessing,2013,Europe,refined liquids,0.012863,EJ
FoodProcessing,2013,Europe,gas,0.057264,EJ
FoodProcessing,2013,Europe,electricity,0.012001,EJ
FoodProcessing,2013,Europe,biomass,0.016787,EJ
FoodProcessing,2011,Europe,coal,0.000017,EJ
FoodProcessing,2011,Europe,refined liquids,0.019024,EJ
FoodProcessing,2011,Europe,gas,0.050819,EJ
FoodProcessing,2011,Europe,electricity,0.007532,EJ
FoodProcessing,2011,Europe,biomass,0.027143,EJ
FoodProcessing,2010,Europe,coal,0.000023,EJ
FoodProcessing,2010,Europe,refined liquids,0.021919,EJ
FoodProcessing,2010,Europe,gas,0.049963,EJ
FoodProcessing,2010,Europe,electricity,0.008288,EJ
FoodProcessing,2010,Europe,biomass,0.028132,EJ
FoodProcessing,2009,Europe,coal,0.032822,EJ
FoodProcessing,2009,Europe,refined liquids,0.023517,EJ
FoodProcessing,2009,Europe,gas,0.097708,EJ
FoodProcessing,2009,Europe,electricity,0.017096,EJ
FoodProcessing,2009,Europe,biomass,0.010768,EJ
FoodProcessing,2008,Europe,coal,0.000046,EJ
FoodProcessing,2008,Europe,refined liquids,0.032106,EJ
FoodProcessing,2008,Europe,gas,0.049634,EJ
FoodProcessing,2008,Europe,electricity,0.027776,EJ
FoodProcessing,2008,Europe,biomass,0.012837,EJ
FoodProcessing,2007,Europe,coal,0.000182,EJ
FoodProcessing,2007,Europe,refined liquids,0.042854,EJ
FoodProcessing,2007,Europe,gas,0.051294,EJ
FoodProcessing,2007,Europe,electricity,0.031051,EJ
FoodProcessing,2007,Europe,biomass,0,EJ
FoodProcessing,2006,Europe,coal,0.000273,EJ
FoodProcessing,2006,Europe,refined liquids,0.034769,EJ
FoodProcessing,2006,Europe,gas,0.063497,EJ
FoodProcessing,2006,Europe,electricity,0.023685,EJ
FoodProcessing,2006,Europe,biomass,0.011384,EJ
FoodProcessing,2005,Europe,coal,0,EJ
FoodProcessing,2005,Europe,refined liquids,0.04826,EJ
FoodProcessing,2005,Europe,gas,0.003749,EJ
FoodProcessing,2005,Europe,electricity,0.013184,EJ
FoodProcessing,2005,Europe,biomass,0.000476,EJ
FoodProcessing,2004,Europe,coal,0.009701,EJ
FoodProcessing,2004,Europe,refined liquids,0.04864,EJ
FoodProcessing,2004,Europe,gas,0.017921,EJ
FoodProcessing,2004,Europe,electricity,0.013516,EJ
FoodProcessing,2004,Europe,biomass,0.000458,EJ
FoodProcessing,2003,Europe,coal,0,EJ
FoodProcessing,2003,Europe,refined liquids,0.046642,EJ
FoodProcessing,2003,Europe,gas,0.003278,EJ
FoodProcessing,2003,Europe,electricity,0.012233,EJ
FoodProcessing,2003,Europe,biomass,0.000475,EJ
FoodProcessing,2001,Europe,coal,0,EJ
FoodProcessing,2001,Europe,refined liquids,0.036688,EJ
FoodProcessing,2001,Europe,gas,0.000329,EJ
FoodProcessing,2001,Europe,electricity,0.006725,EJ
FoodProcessing,2001,Europe,biomass,0.000454,EJ
FoodProcessing,2000,Europe,coal,0,EJ
FoodProcessing,2000,Europe,refined liquids,0.036213,EJ
FoodProcessing,2000,Europe,gas,0.000357,EJ
FoodProcessing,2000,Europe,electricity,0.006601,EJ
FoodProcessing,2000,Europe,biomass,0.000497,EJ
FoodProcessing,1999,Europe,coal,0,EJ
FoodProcessing,1999,Europe,refined liquids,0.035048,EJ
